genre_ids,id,overview,popularity,release_date,title,vote_average,vote_count,imdb_id
"[28, 18]",59440,"The inspirational story of an estranged family that finds redemption in the unlikeliest of places…the MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for “Sparta”, the biggest MMA tournament ever held. But when Tommy’s underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives.",20.271717,2011-09-09,Warrior,7.7,1589,tt1291584
"[18, 10749]",453,"At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",23.012681,2001-12-11,A Beautiful Mind,7.7,3811,tt0268978
"[9648, 53]",982,The Manchurian Candidate is a political thriller from American director John Frankenheimer. An American soldier is brainwashed into being a killer for the communist Russians during the Korean War.,6.546511,1962-10-24,The Manchurian Candidate,7.7,232,tt0056218
"[80, 18]",903,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",6.664171,1967-06-22,Cool Hand Luke,7.7,465,tt0061512
"[18, 80, 10402]",16,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.",8.712349,2000-05-17,Dancer in the Dark,7.7,502,tt0168629
[35],583,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",20.641511,1979-08-17,Life of Brian,7.7,1481,tt0079470
"[35, 18]",11787,"The classic stage hit gets the Hollywood treatment in the story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places.",7.282382,1950-10-13,Harvey,7.7,199,tt0042546
[18],702,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,7.452914,1951-09-18,A Streetcar Named Desire,7.7,386,tt0044081
"[16, 12, 10751, 35]",269149,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",341.104188,2016-02-11,Zootopia,7.7,6697,tt2948356
"[10752, 18]",14574,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",20.759778,2008-05-07,The Boy in the Striped Pyjamas,7.7,2091,tt0914798
"[28, 80, 18, 53]",949,"Obsessive master thief, Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective, Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.",10.666865,1995-12-15,Heat,7.7,2301,tt0113277
"[878, 18]",13363,"An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he never ages and has walked the earth for 14,000 years.",11.051981,2007-06-10,The Man from Earth,7.7,850,tt0756683
[37],301,"The sheriff of a small town in southwest Texas must keep custody of a murderer whose brother, a powerful rancher, is trying to help him escape. After a friend is killed trying to muster support for him, he and his deputies - a disgraced drunk and a cantankerous old cripple - must find a way to hold out against the rancher's hired guns until the marshal arrives. In the meantime, matters are complicated by the presence of a young gunslinger - and a mysterious beauty who just came in on the last stagecoach.",6.937731,1959-03-17,Rio Bravo,7.7,337,tt0053221
"[28, 80, 53]",393,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",28.379327,2004-04-16,Kill Bill: Vol. 2,7.7,5107,tt0378194
"[35, 9648, 10749, 53]",4808,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?",6.953637,1963-12-05,Charade,7.7,427,tt0056923
"[18, 36]",1908,This gripping adaptation of the Jerome Lawrence-Robert E. Lee play examines an issue that still causes great controversy: the role religion should play in the schools.,6.408784,1960-06-24,Inherit the Wind,7.7,112,tt0053946
"[16, 10751, 12]",10674,"A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang.",25.136319,1998-06-18,Mulan,7.7,2883,tt0120762
"[28, 16]",123025,"Batman has not been seen for ten years. A new breed of criminal ravages Gotham City, forcing 55-year-old Bruce Wayne back into the cape and cowl. But, does he still have what it takes to fight crime in a new era?",11.026573,2012-09-06,"Batman: The Dark Knight Returns, Part 1",7.7,494,tt2313197
[37],3114,"As a Civil War veteran spends years searching for a young niece captured by Indians, his motivation becomes increasingly questionable.",9.216534,1956-03-13,The Searchers,7.7,411,tt0049730
"[35, 10749]",3078,"Ellie Andrews has just tied the knot with society aviator King Westley when she is whisked away to her father's yacht and out of King's clutches. Ellie jumps ship and eventually winds up on a bus headed back to her husband. Reluctantly she must accept the help of out-of- work reporter Peter Warne. Actually, Warne doesn't give her any choice: either she sticks with him until he gets her back to her husband, or he'll blow the whistle on Ellie to her father. Either way, Peter gets what he wants... a really juicy newspaper story!",8.487454,1934-02-22,It Happened One Night,7.7,351,tt0025316
[18],990,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.,8.603604,1961-09-25,The Hustler,7.7,306,tt0054997
"[16, 10751]",13413,What lengths will a robot undergo to do his job? BURN·E is a dedicated hard working robot who finds himself locked out of his ship. BURN·E quickly learns that completing a simple task can often be a very difficult endeavor.,6.743403,2008-11-17,BURN·E,7.7,283,tt1334585
"[28, 80, 18, 53]",9702,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.",6.290327,1993-02-05,Bound by Honor,7.7,133,tt0106469
"[53, 18, 9648]",1018,"After a car wreck on the winding Mulholland Drive renders a woman amnesic, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",23.852135,2001-05-16,Mulholland Drive,7.7,1996,tt0166924
